StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:33:41,2019-12-18 15:36:24,IP Address,*******,100,163,True,2019-12-18 15:36:25,R_1pGp7XvDo3Xta4m,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,80,,90,green,,pretty good idea,,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Liberal,Independent (Lean Democrat),Four year college degree,White,Heterosexual,Man,"$100,000 - $200,000",9437644,1,0,1
2019-12-18 15:33:53,2019-12-18 15:36:26,IP Address,*******,100,153,True,2019-12-18 15:36:27,R_da4N5172R0PtJSh,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,2,,2,green,neither a good nor a bad idea,,,,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Moderate or middle of the road,Independent (Lean Republican),Some college,White,Gay or Lesbian,Woman,"$30,000 - $69,999",6334847,1,0,0
2019-12-18 15:33:52,2019-12-18 15:36:32,IP Address,*******,100,159,True,2019-12-18 15:36:32,R_38XQMqtf1A64s5X,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,40,60,green,pretty good idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Conservative,Weak Republican,Some college,White,Heterosexual,Woman,"Less than $30,000",5582754,1,1,0
2019-12-18 15:35:05,2019-12-18 15:36:46,IP Address,*******,100,100,True,2019-12-18 15:36:46,R_zSvFe8HBubBxo0p,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,37,,,68,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,Asian,Bisexual,Man,"Less than $30,000",9320996,0,1,1
2019-12-18 15:35:23,2019-12-18 15:36:48,IP Address,*******,100,84,True,2019-12-18 15:36:48,R_1ND0CpOlRjZvfGr,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,75,,71,green,,pretty good idea,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,Asian,Heterosexual,Man,"$70,000 - $99,999",5360854,1,0,1
2019-12-18 15:22:37,2019-12-18 15:36:49,IP Address,*******,100,851,True,2019-12-18 15:36:49,R_7ZGE4Mus2DipIvT,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,6,,90,green,,,,pretty good idea,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Slightly liberal,Independent (No partisan lean),Some college,Asian,Heterosexual,Woman,"$100,000 - $200,000",3855566,1,0,3
2019-12-18 15:35:25,2019-12-18 15:36:51,IP Address,*******,100,85,True,2019-12-18 15:36:51,R_2zhwdwiaqI8zVYN,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,94,,,,98,green,very good idea,,,,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Conservative,Strong Republican,Four year college degree,Asian,Bisexual,Man,"$70,000 - $99,999",2471625,0,0,0
2019-12-18 15:32:15,2019-12-18 15:36:53,IP Address,*******,100,278,True,2019-12-18 15:36:54,R_2VjAgctQ5WY6rzb,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,75,,,93,green,,,,pretty good idea,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Liberal,Independent (Lean Democrat),Four year college degree,Asian,Heterosexual,Man,"Less than $30,000",2108906,0,1,3
2019-12-18 15:34:59,2019-12-18 15:37:01,IP Address,*******,100,121,True,2019-12-18 15:37:01,R_Uhjr5IF0SEi5n2h,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,73,64,green,,,pretty good idea,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Conservative,Strong Democrat,Graduate school or other advanced degree,Asian,Heterosexual,Man,"$30,000 - $69,999",5904508,1,1,2
2019-12-18 15:33:30,2019-12-18 15:37:02,IP Address,*******,100,212,True,2019-12-18 15:37:03,R_bgeafdxMh53lnR7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,0,,,,0,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Slightly conservative,Independent (Lean Republican),Some college,White,Heterosexual,Man,"$30,000 - $69,999",7851273,0,0,1
2019-12-18 15:19:42,2019-12-18 15:37:08,IP Address,*******,100,1045,True,2019-12-18 15:37:09,R_33EGRj2Kgldkajm,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,30,,,,81,green,,,,pretty bad idea,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",4521278,0,0,3
2019-12-18 15:34:24,2019-12-18 15:37:16,IP Address,*******,100,171,True,2019-12-18 15:37:16,R_3nem8IQlKjWFvB7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,64,,,81,green,,,,pretty good idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly liberal,Independent (No partisan lean),Four year college degree,Asian,Heterosexual,Man,"Less than $30,000",2184507,0,1,3
2019-12-18 15:33:39,2019-12-18 15:37:24,IP Address,*******,100,225,True,2019-12-18 15:37:24,R_3EMwBKF9WaKEzzz,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,70,77,green,pretty good idea,,,,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Woman,"Less than $30,000",9576146,1,1,0
2019-12-18 15:35:38,2019-12-18 15:37:25,IP Address,*******,100,106,True,2019-12-18 15:37:25,R_2aXmyt4qj2rqOjq,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,88,,92,green,,,very good idea,,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Conservative,Strong Republican,Four year college degree,Asian,Heterosexual,Woman,"$30,000 - $69,999",7952242,1,0,2
2019-12-18 15:35:33,2019-12-18 15:37:27,IP Address,*******,100,114,True,2019-12-18 15:37:27,R_29mJF3ae1U7qnSx,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,5,,,4,green,pretty good idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Conservative,Strong Republican,Graduate school or other advanced degree,White,Heterosexual,Man,"$70,000 - $99,999",4610838,0,1,0
2019-12-18 15:29:35,2019-12-18 15:37:28,IP Address,*******,100,473,True,2019-12-18 15:37:28,R_1K9kFDtW2nmol8C,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,44,,43,green,,,,pretty good idea,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Extremely conservative,Strong Republican,Four year college degree,White,Heterosexual,Woman,"Less than $30,000",4591392,1,0,3
2019-12-18 15:34:32,2019-12-18 15:37:34,IP Address,*******,100,182,True,2019-12-18 15:37:35,R_1ON8AgXFRciT33Q,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,50,45,green,pretty good idea,,,,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Weak Democrat,Graduate school or other advanced degree,White,Heterosexual,Man,"Less than $30,000",5367927,1,1,0
2019-12-18 15:34:29,2019-12-18 15:37:37,IP Address,*******,100,188,True,2019-12-18 15:37:37,R_2s6fmxCqBEDxQ9d,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,30,95,green,pretty good idea,,,,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Moderate or middle of the road,Independent (Lean Democrat),High school diploma,Hispanic or Latino,Heterosexual,Man,"Less than $30,000",4817083,1,1,0
2019-12-18 15:31:34,2019-12-18 15:37:54,IP Address,*******,100,380,True,2019-12-18 15:37:55,R_30vmP5mpW0eoIab,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,9,,20,green,,very good idea,,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Conservative,Strong Republican,Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",4263802,1,0,1
2019-12-18 15:31:10,2019-12-18 15:37:59,IP Address,*******,100,409,True,2019-12-18 15:38:00,R_2tKyGJv9hCi9Rwd,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,43,,,42,green,,,,neither a good nor a bad idea,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly conservative,Weak Republican,Four year college degree,Asian,Heterosexual,Woman,"$100,000 - $200,000",3413535,0,1,3
2019-12-18 15:35:21,2019-12-18 15:38:02,IP Address,*******,100,161,True,2019-12-18 15:38:03,R_2vjDNIdeW7XEyyg,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,86,,,100,green,,,pretty good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Woman,"$30,000 - $69,999",1458168,0,1,2
2019-12-18 15:33:01,2019-12-18 15:38:08,IP Address,*******,100,307,True,2019-12-18 15:38:08,R_3G3xpVsdVR4L0Sy,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,50,,50,green,,,,neither a good nor a bad idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),High school diploma,White,Heterosexual,Man,"Less than $30,000",9553390,1,0,3
2019-12-18 15:34:47,2019-12-18 15:38:10,IP Address,*******,100,203,True,2019-12-18 15:38:11,R_3k6rPAIu9rD3jH7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,,green,,,very good idea,,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderate or middle of the road,Independent (No partisan lean),Some college,White,Heterosexual,Man,"$70,000 - $99,999",6969246,1,1,2
2019-12-18 15:35:23,2019-12-18 15:38:16,IP Address,*******,100,172,True,2019-12-18 15:38:16,R_3LdICDPq8uaV0Gc,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,16,,,,25,green,,,,very good idea,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Slightly conservative,Weak Republican,High school diploma,White,Heterosexual,Man,"Less than $30,000",4682509,0,0,3
2019-12-18 15:32:52,2019-12-18 15:38:23,IP Address,*******,100,331,True,2019-12-18 15:38:23,R_3MlFsD9KVoRUD0C,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,55,,,,55,green,,,,neither a good nor a bad idea,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Moderate or middle of the road,Independent (No partisan lean),Graduate school or other advanced degree,Asian,Heterosexual,Woman,"$70,000 - $99,999",9473743,0,0,3
2019-12-18 15:36:45,2019-12-18 15:38:26,IP Address,*******,100,100,True,2019-12-18 15:38:26,R_SOw2mKR876fPzLr,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,81,,,100,green,,neither a good nor a bad idea,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Liberal,Weak Democrat,Some college,White,Heterosexual,Woman,"$70,000 - $99,999",1150002,0,1,1
2019-12-18 15:36:04,2019-12-18 15:38:29,IP Address,*******,100,145,True,2019-12-18 15:38:29,R_3fdgq7iWeCz4JEj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,56,,,100,green,neither a good nor a bad idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Weak Democrat,Four year college degree,White,Heterosexual,Woman,"Less than $30,000",6605015,0,1,0
2019-12-18 15:36:40,2019-12-18 15:38:46,IP Address,*******,100,125,True,2019-12-18 15:38:46,R_6G3y8Sy7EdE0z1T,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,20,,,,35,green,,,pretty good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Four year college degree,White,Bisexual,Man,"$30,000 - $69,999",4207731,0,0,2
2019-12-18 15:36:33,2019-12-18 15:38:49,IP Address,*******,100,135,True,2019-12-18 15:38:49,R_32PiSebOdxYxD8K,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,65,,,85,green,pretty good idea,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Liberal,Strong Democrat,Some college,White,Heterosexual,Man,"$100,000 - $200,000",6906804,0,1,0
2019-12-18 15:36:37,2019-12-18 15:38:53,IP Address,*******,100,135,True,2019-12-18 15:38:53,R_2rpHOk5I8X1t1N9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,86,,,,84,green,very good idea,,,,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (Lean Democrat),Some college,Asian,Bisexual,Woman,"$30,000 - $69,999",7514643,0,0,0
2019-12-18 15:30:01,2019-12-18 15:38:53,IP Address,*******,100,532,True,2019-12-18 15:38:54,R_2f8QvOQso2bpgu2,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,60,,50,green,pretty bad idea,,,,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Conservative,Weak Republican,Four year college degree,Asian,Heterosexual,Man,"Less than $30,000",5630440,1,0,0
